期号,日期,红球,蓝球,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2,red_sum,red_span,red_odd_count,red_even_count,blue_sum,blue_span,blue_odd_count,blue_even_count,red_zone1_count,red_zone2_count,red_zone3_count,blue_big_count,blue_small_count
13075,2013-07-01,"01,11,13,19,35","07,08",1,11,13,19,35,7,8,79,34,5,0,15,1,1,1,2,2,1,2,0
13076,2013-07-03,"13,15,16,26,27","09,10",13,15,16,26,27,9,10,97,14,3,2,19,1,1,1,0,3,2,2,0
13077,2013-07-06,"24,26,30,32,35","06,12",24,26,30,32,35,6,12,147,11,1,4,18,6,0,2,0,1,4,1,1
13078,2013-07-08,"02,07,23,31,33","02,08",2,7,23,31,33,2,8,96,31,4,1,10,6,0,2,2,1,2,1,1
13079,2013-07-10,"09,10,17,21,34","01,07",9,10,17,21,34,1,7,91,25,3,2,8,6,2,0,2,2,1,1,1
13080,2013-07-13,"06,21,23,27,31","04,06",6,21,23,27,31,4,6,108,25,4,1,10,2,0,2,1,2,2,0,2
13081,2013-07-15,"07,09,15,17,23","02,07",7,9,15,17,23,2,7,71,16,5,0,9,5,1,1,2,3,0,1,1
13082,2013-07-17,"03,09,25,26,33","03,12",3,9,25,26,33,3,12,96,30,4,1,15,9,1,1,2,0,3,1,1
13083,2013-07-20,"26,29,30,32,35","04,10",26,29,30,32,35,4,10,152,9,2,3,14,6,0,2,0,0,5,1,1
13084,2013-07-22,"08,22,26,29,35","01,05",8,22,26,29,35,1,5,120,27,2,3,6,4,2,0,1,1,3,0,2
13085,2013-07-24,"08,19,23,27,32","03,05",8,19,23,27,32,3,5,109,24,3,2,8,2,2,0,1,2,2,0,2
13086,2013-07-27,"09,16,26,29,31","06,09",9,16,26,29,31,6,9,111,22,3,2,15,3,1,1,1,1,3,1,1
13087,2013-07-29,"09,12,22,32,34","02,04",9,12,22,32,34,2,4,109,25,1,4,6,2,0,2,2,1,2,0,2
13088,2013-07-31,"03,05,08,33,35","01,03",3,5,8,33,35,1,3,84,32,4,1,4,2,2,0,3,0,2,0,2
13089,2013-08-03,"06,07,23,24,29","04,11",6,7,23,24,29,4,11,89,23,3,2,15,7,1,1,2,2,1,1,1
13090,2013-08-05,"02,26,30,31,33","11,12",2,26,30,31,33,11,12,122,31,2,3,23,1,1,1,1,0,4,2,0
13091,2013-08-07,"04,09,28,34,35","02,08",4,9,28,34,35,2,8,110,31,2,3,10,6,0,2,2,0,3,1,1
13092,2013-08-10,"07,10,21,27,33","03,09",7,10,21,27,33,3,9,98,26,4,1,12,6,2,0,2,1,2,1,1
13093,2013-08-12,"01,05,17,18,26","05,07",1,5,17,18,26,5,7,67,25,3,2,12,2,2,0,2,2,1,1,1
13094,2013-08-14,"03,28,33,34,35","06,09",3,28,33,34,35,6,9,133,32,3,2,15,3,1,1,1,0,4,1,1
13095,2013-08-17,"03,17,28,30,33","01,10",3,17,28,30,33,1,10,111,30,3,2,11,9,1,1,1,1,3,1,1
13096,2013-08-19,"17,19,20,22,26","06,08",17,19,20,22,26,6,8,104,9,2,3,14,2,0,2,0,4,1,1,1
13097,2013-08-21,"07,08,13,17,32","03,08",7,8,13,17,32,3,8,77,25,3,2,11,5,1,1,2,2,1,1,1
13098,2013-08-24,"02,06,16,29,34","10,11",2,6,16,29,34,10,11,87,32,1,4,21,1,1,1,2,1,2,2,0
13099,2013-08-26,"04,11,28,30,33","05,12",4,11,28,30,33,5,12,106,29,2,3,17,7,1,1,2,0,3,1,1
13100,2013-08-28,"09,12,24,26,30","05,09",9,12,24,26,30,5,9,101,21,1,4,14,4,2,0,2,1,2,1,1
13101,2013-08-31,"04,09,13,15,32","02,09",4,9,13,15,32,2,9,73,28,3,2,11,7,1,1,2,2,1,1,1
13102,2013-09-02,"06,12,15,19,26","02,11",6,12,15,19,26,2,11,78,20,2,3,13,9,1,1,2,2,1,1,1
13103,2013-09-04,"05,08,13,16,31","03,09",5,8,13,16,31,3,9,73,26,3,2,12,6,2,0,2,2,1,1,1
13104,2013-09-07,"02,05,11,27,29","01,11",2,5,11,27,29,1,11,74,27,4,1,12,10,2,0,3,0,2,1,1
13105,2013-09-09,"07,13,27,30,34","01,12",7,13,27,30,34,1,12,111,27,3,2,13,11,1,1,1,1,3,1,1
13106,2013-09-11,"06,07,12,13,27","03,12",6,7,12,13,27,3,12,65,21,3,2,15,9,1,1,3,1,1,1,1
13107,2013-09-14,"07,13,14,18,25","05,12",7,13,14,18,25,5,12,77,18,3,2,17,7,1,1,1,3,1,1,1
13108,2013-09-16,"05,10,13,15,18","02,11",5,10,13,15,18,2,11,61,13,3,2,13,9,1,1,2,3,0,1,1
13109,2013-09-18,"13,20,26,29,32","02,06",13,20,26,29,32,2,6,120,19,2,3,8,4,0,2,0,2,3,0,2
13110,2013-09-21,"07,16,18,32,33","02,07",7,16,18,32,33,2,7,106,26,2,3,9,5,1,1,1,2,2,1,1
13111,2013-09-23,"07,12,13,20,27","01,03",7,12,13,20,27,1,3,79,20,3,2,4,2,2,0,2,2,1,0,2
13112,2013-09-25,"02,10,20,22,29","05,12",2,10,20,22,29,5,12,83,27,1,4,17,7,1,1,2,2,1,1,1
13113,2013-09-28,"19,21,23,28,30","08,12",19,21,23,28,30,8,12,121,11,3,2,20,4,0,2,0,3,2,2,0
13114,2013-09-30,"06,17,21,23,33","01,09",6,17,21,23,33,1,9,100,27,4,1,10,8,2,0,1,3,1,1,1
13115,2013-10-02,"05,16,29,32,34","04,11",5,16,29,32,34,4,11,116,29,2,3,15,7,1,1,1,1,3,1,1
13116,2013-10-05,"13,22,23,30,33","09,11",13,22,23,30,33,9,11,121,20,3,2,20,2,2,0,0,3,2,2,0
13117,2013-10-07,"05,16,23,25,33","07,12",5,16,23,25,33,7,12,102,28,4,1,19,5,1,1,1,2,2,2,0
13118,2013-10-09,"04,06,11,20,31","01,05",4,6,11,20,31,1,5,72,27,2,3,6,4,2,0,3,1,1,0,2
13119,2013-10-12,"01,02,16,23,35","01,11",1,2,16,23,35,1,11,77,34,3,2,12,10,2,0,2,2,1,1,1
13120,2013-10-14,"06,14,15,22,26","03,11",6,14,15,22,26,3,11,83,20,1,4,14,8,2,0,1,3,1,1,1
13121,2013-10-16,"03,18,19,20,24","03,12",3,18,19,20,24,3,12,84,21,2,3,15,9,1,1,1,4,0,1,1
13122,2013-10-19,"15,17,20,24,35","04,12",15,17,20,24,35,4,12,111,20,3,2,16,8,0,2,0,4,1,1,1
13123,2013-10-21,"02,09,10,33,34","05,12",2,9,10,33,34,5,12,88,32,2,3,17,7,1,1,3,0,2,1,1
13124,2013-10-23,"05,07,18,21,32","10,11",5,7,18,21,32,10,11,83,27,3,2,21,1,1,1,2,2,1,2,0
13125,2013-10-26,"04,08,14,23,28","04,08",4,8,14,23,28,4,8,77,24,1,4,12,4,0,2,2,2,1,1,1
13126,2013-10-28,"09,10,15,18,30","03,06",9,10,15,18,30,3,6,82,21,2,3,9,3,1,1,2,2,1,0,2
13127,2013-10-30,"03,14,16,19,32","05,10",3,14,16,19,32,5,10,84,29,2,3,15,5,1,1,1,3,1,1,1
13128,2013-11-02,"11,13,27,33,35","01,02",11,13,27,33,35,1,2,119,24,5,0,3,1,1,1,1,1,3,0,2
13129,2013-11-04,"11,23,29,30,33","01,04",11,23,29,30,33,1,4,126,22,4,1,5,3,1,1,1,1,3,0,2
13130,2013-11-06,"08,09,15,19,30","06,09",8,9,15,19,30,6,9,81,22,3,2,15,3,1,1,2,2,1,1,1
13131,2013-11-09,"12,15,29,30,31","04,12",12,15,29,30,31,4,12,117,19,3,2,16,8,0,2,1,1,3,1,1
13132,2013-11-11,"23,26,28,31,34","02,10",23,26,28,31,34,2,10,142,11,2,3,12,8,0,2,0,1,4,1,1
13133,2013-11-13,"02,08,10,16,17","09,12",2,8,10,16,17,9,12,53,15,1,4,21,3,1,1,3,2,0,2,0
13134,2013-11-16,"02,13,19,23,32","02,09",2,13,19,23,32,2,9,89,30,3,2,11,7,1,1,1,3,1,1,1
13135,2013-11-18,"04,13,19,25,26","07,12",4,13,19,25,26,7,12,87,22,3,2,19,5,1,1,1,2,2,2,0
13136,2013-11-20,"05,11,15,25,28","05,11",5,11,15,25,28,5,11,84,23,4,1,16,6,2,0,2,1,2,1,1
13137,2013-11-23,"04,12,32,33,34","06,08",4,12,32,33,34,6,8,115,30,1,4,14,2,0,2,2,0,3,1,1
13138,2013-11-25,"03,08,13,17,24","07,09",3,8,13,17,24,7,9,65,21,3,2,16,2,2,0,2,3,0,2,0
13139,2013-11-27,"05,06,18,20,31","06,07",5,6,18,20,31,6,7,80,26,2,3,13,1,1,1,2,2,1,1,1
13140,2013-11-30,"01,12,17,26,28","01,06",1,12,17,26,28,1,6,84,27,2,3,7,5,1,1,2,1,2,0,2
13141,2013-12-02,"05,15,18,25,31","08,10",5,15,18,25,31,8,10,94,26,4,1,18,2,0,2,1,2,2,2,0
13142,2013-12-04,"06,11,25,28,29","04,12",6,11,25,28,29,4,12,99,23,3,2,16,8,0,2,2,0,3,1,1
13143,2013-12-07,"03,08,14,21,31","06,08",3,8,14,21,31,6,8,77,28,3,2,14,2,0,2,2,2,1,1,1
13144,2013-12-09,"03,20,21,23,35","02,08",3,20,21,23,35,2,8,102,32,4,1,10,6,0,2,1,3,1,1,1
13145,2013-12-11,"02,13,15,18,20","02,11",2,13,15,18,20,2,11,68,18,2,3,13,9,1,1,1,4,0,1,1
13146,2013-12-14,"06,07,15,25,31","01,09",6,7,15,25,31,1,9,84,25,4,1,10,8,2,0,2,1,2,1,1
13147,2013-12-16,"03,09,22,24,25","05,09",3,9,22,24,25,5,9,83,22,3,2,14,4,2,0,2,2,1,1,1
13148,2013-12-18,"02,05,09,29,32","03,07",2,5,9,29,32,3,7,77,30,3,2,10,4,2,0,3,0,2,1,1
13149,2013-12-21,"06,07,08,09,13","05,07",6,7,8,9,13,5,7,43,7,3,2,12,2,2,0,4,1,0,1,1
13150,2013-12-23,"06,07,14,18,22","08,11",6,7,14,18,22,8,11,67,16,1,4,19,3,1,1,2,3,0,2,0
13151,2013-12-25,"02,13,21,27,30","03,04",2,13,21,27,30,3,4,93,28,3,2,7,1,1,1,1,2,2,0,2
13152,2013-12-28,"09,12,14,18,19","03,09",9,12,14,18,19,3,9,72,10,2,3,12,6,2,0,2,3,0,1,1
13153,2013-12-30,"04,05,16,17,30","03,09",4,5,16,17,30,3,9,72,26,2,3,12,6,2,0,2,2,1,1,1
14001,2014-01-01,"05,13,20,23,29","08,11",5,13,20,23,29,8,11,90,24,4,1,19,3,1,1,1,3,1,2,0
14002,2014-01-04,"01,12,21,24,29","01,07",1,12,21,24,29,1,7,87,28,3,2,8,6,2,0,2,2,1,1,1
14003,2014-01-06,"07,11,13,21,33","05,06",7,11,13,21,33,5,6,85,26,5,0,11,1,1,1,2,2,1,0,2
14004,2014-01-08,"07,10,19,27,28","09,12",7,10,19,27,28,9,12,91,21,3,2,21,3,1,1,2,1,2,2,0
14005,2014-01-11,"15,17,18,29,33","04,08",15,17,18,29,33,4,8,112,18,4,1,12,4,0,2,0,3,2,1,1
14006,2014-01-13,"01,04,07,16,35","06,08",1,4,7,16,35,6,8,63,34,3,2,14,2,0,2,3,1,1,1,1
14007,2014-01-15,"08,11,14,21,32","03,11",8,11,14,21,32,3,11,86,24,2,3,14,8,2,0,2,2,1,1,1
14008,2014-01-18,"11,13,20,28,35","01,05",11,13,20,28,35,1,5,107,24,3,2,6,4,2,0,1,2,2,0,2
14009,2014-01-20,"10,18,25,29,33","07,08",10,18,25,29,33,7,8,115,23,3,2,15,1,1,1,1,1,3,2,0
14010,2014-01-22,"05,10,20,26,27","01,03",5,10,20,26,27,1,3,88,22,2,3,4,2,2,0,2,1,2,0,2
14011,2014-01-25,"04,06,14,24,35","07,12",4,6,14,24,35,7,12,83,31,1,4,19,5,1,1,2,2,1,2,0
14012,2014-01-27,"09,20,21,23,29","05,07",9,20,21,23,29,5,7,102,20,4,1,12,2,2,0,1,3,1,1,1
14013,2014-01-29,"10,11,13,22,28","04,12",10,11,13,22,28,4,12,84,18,2,3,16,8,0,2,2,2,1,1,1
14014,2014-02-08,"01,09,11,27,29","03,11",1,9,11,27,29,3,11,77,28,5,0,14,8,2,0,3,0,2,1,1
14015,2014-02-10,"04,06,18,20,30","05,07",4,6,18,20,30,5,7,78,26,0,5,12,2,2,0,2,2,1,1,1
14016,2014-02-12,"04,06,13,24,34","04,09",4,6,13,24,34,4,9,81,30,1,4,13,5,1,1,2,2,1,1,1
14017,2014-02-15,"05,10,11,23,34","01,10",5,10,11,23,34,1,10,83,29,3,2,11,9,1,1,3,1,1,1,1
14018,2014-02-17,"08,09,12,28,34","02,12",8,9,12,28,34,2,12,91,26,1,4,14,10,0,2,3,0,2,1,1
14019,2014-02-19,"07,12,22,29,32","11,12",7,12,22,29,32,11,12,102,25,2,3,23,1,1,1,2,1,2,2,0
14020,2014-02-22,"01,14,17,30,35","06,07",1,14,17,30,35,6,7,97,34,3,2,13,1,1,1,1,2,2,1,1
14021,2014-02-24,"06,10,17,23,24","03,09",6,10,17,23,24,3,9,80,18,2,3,12,6,2,0,2,3,0,1,1
14022,2014-02-26,"03,06,10,16,25","10,11",3,6,10,16,25,10,11,60,22,2,3,21,1,1,1,3,1,1,2,0
14023,2014-03-01,"04,13,15,29,33","05,09",4,13,15,29,33,5,9,94,29,4,1,14,4,2,0,1,2,2,1,1
14024,2014-03-03,"07,11,15,31,32","06,11",7,11,15,31,32,6,11,96,25,4,1,17,5,1,1,2,1,2,1,1
14025,2014-03-05,"19,20,27,32,34","06,08",19,20,27,32,34,6,8,132,15,2,3,14,2,0,2,0,2,3,1,1
14026,2014-03-08,"05,10,12,15,26","04,08",5,10,12,15,26,4,8,68,21,2,3,12,4,0,2,3,1,1,1,1
14027,2014-03-10,"09,10,24,28,29","10,12",9,10,24,28,29,10,12,100,20,2,3,22,2,0,2,2,1,2,2,0
14028,2014-03-12,"03,10,20,25,30","10,12",3,10,20,25,30,10,12,88,27,2,3,22,2,0,2,2,1,2,2,0
14029,2014-03-15,"03,21,22,23,35","05,09",3,21,22,23,35,5,9,104,32,4,1,14,4,2,0,1,3,1,1,1
14030,2014-03-17,"03,14,18,29,35","11,12",3,14,18,29,35,11,12,99,32,3,2,23,1,1,1,1,2,2,2,0
14031,2014-03-19,"06,15,27,32,33","03,04",6,15,27,32,33,3,4,113,27,3,2,7,1,1,1,1,1,3,0,2
14032,2014-03-22,"02,05,06,09,31","02,09",2,5,6,9,31,2,9,53,29,3,2,11,7,1,1,4,0,1,1,1
14033,2014-03-24,"01,07,08,28,29","04,08",1,7,8,28,29,4,8,73,28,3,2,12,4,0,2,3,0,2,1,1
14034,2014-03-26,"03,11,14,27,32","05,07",3,11,14,27,32,5,7,87,29,3,2,12,2,2,0,2,1,2,1,1
14035,2014-03-29,"09,12,14,28,29","03,10",9,12,14,28,29,3,10,92,20,2,3,13,7,1,1,2,1,2,1,1
14036,2014-03-31,"01,02,12,17,29","03,08",1,2,12,17,29,3,8,61,28,3,2,11,5,1,1,3,1,1,1,1
14037,2014-04-02,"03,04,08,19,34","02,04",3,4,8,19,34,2,4,68,31,2,3,6,2,0,2,3,1,1,0,2
14038,2014-04-05,"07,08,12,20,32","03,05",7,8,12,20,32,3,5,79,25,1,4,8,2,2,0,3,1,1,0,2
14039,2014-04-07,"02,05,11,15,20","08,11",2,5,11,15,20,8,11,53,18,3,2,19,3,1,1,3,2,0,2,0
14040,2014-04-09,"12,15,21,30,33","02,08",12,15,21,30,33,2,8,111,21,3,2,10,6,0,2,1,2,2,1,1
14041,2014-04-12,"05,07,11,15,18","05,12",5,7,11,15,18,5,12,56,13,4,1,17,7,1,1,3,2,0,1,1
14042,2014-04-14,"16,21,25,27,35","06,11",16,21,25,27,35,6,11,124,19,4,1,17,5,1,1,0,2,3,1,1
14043,2014-04-16,"01,11,23,29,30","01,12",1,11,23,29,30,1,12,94,29,4,1,13,11,1,1,2,1,2,1,1
14044,2014-04-19,"22,23,25,27,35","03,11",22,23,25,27,35,3,11,132,13,4,1,14,8,2,0,0,2,3,1,1
14045,2014-04-21,"06,10,12,16,30","02,11",6,10,12,16,30,2,11,74,24,0,5,13,9,1,1,3,1,1,1,1
14046,2014-04-23,"03,15,18,21,26","01,06",3,15,18,21,26,1,6,83,23,3,2,7,5,1,1,1,3,1,0,2
14047,2014-04-26,"06,17,18,30,34","06,12",6,17,18,30,34,6,12,105,28,1,4,18,6,0,2,1,2,2,1,1
14048,2014-04-28,"01,02,05,15,35","01,11",1,2,5,15,35,1,11,58,34,4,1,12,10,2,0,3,1,1,1,1
14049,2014-04-30,"03,15,17,22,31","03,05",3,15,17,22,31,3,5,88,28,4,1,8,2,2,0,1,3,1,0,2
14050,2014-05-03,"10,18,27,28,35","01,06",10,18,27,28,35,1,6,118,25,2,3,7,5,1,1,1,1,3,0,2
14051,2014-05-05,"01,07,11,29,30","03,11",1,7,11,29,30,3,11,78,29,4,1,14,8,2,0,3,0,2,1,1
14052,2014-05-07,"14,19,21,24,30","02,07",14,19,21,24,30,2,7,108,16,2,3,9,5,1,1,0,4,1,1,1
14053,2014-05-10,"02,11,17,27,30","03,04",2,11,17,27,30,3,4,87,28,3,2,7,1,1,1,2,1,2,0,2
14054,2014-05-12,"02,03,20,25,34","01,12",2,3,20,25,34,1,12,84,32,2,3,13,11,1,1,2,1,2,1,1
14055,2014-05-14,"04,23,26,27,35","10,11",4,23,26,27,35,10,11,115,31,3,2,21,1,1,1,1,1,3,2,0
14056,2014-05-17,"12,18,28,29,35","07,08",12,18,28,29,35,7,8,122,23,2,3,15,1,1,1,1,1,3,2,0
14057,2014-05-19,"08,10,20,27,33","01,09",8,10,20,27,33,1,9,98,25,2,3,10,8,2,0,2,1,2,1,1
14058,2014-05-21,"09,15,22,24,26","02,07",9,15,22,24,26,2,7,96,17,2,3,9,5,1,1,1,3,1,1,1
14059,2014-05-24,"07,15,17,25,29","04,11",7,15,17,25,29,4,11,93,22,5,0,15,7,1,1,1,2,2,1,1
14060,2014-05-26,"12,22,29,30,34","05,11",12,22,29,30,34,5,11,127,22,1,4,16,6,2,0,1,1,3,1,1
14061,2014-05-28,"04,11,17,20,29","06,10",4,11,17,20,29,6,10,81,25,3,2,16,4,0,2,2,2,1,1,1
14062,2014-05-31,"04,07,17,24,25","02,04",4,7,17,24,25,2,4,77,21,3,2,6,2,0,2,2,2,1,0,2
14063,2014-06-02,"11,17,21,23,34","03,04",11,17,21,23,34,3,4,106,23,4,1,7,1,1,1,1,3,1,0,2
14064,2014-06-04,"08,15,33,34,35","01,08",8,15,33,34,35,1,8,125,27,3,2,9,7,1,1,1,1,3,1,1
14065,2014-06-07,"07,12,19,31,33","07,12",7,12,19,31,33,7,12,102,26,4,1,19,5,1,1,2,1,2,2,0
14066,2014-06-09,"08,14,16,20,31","03,11",8,14,16,20,31,3,11,89,23,1,4,14,8,2,0,1,3,1,1,1
14067,2014-06-11,"03,18,23,24,31","03,07",3,18,23,24,31,3,7,99,28,3,2,10,4,2,0,1,3,1,1,1
14068,2014-06-14,"05,15,24,29,35","05,06",5,15,24,29,35,5,6,108,30,4,1,11,1,1,1,1,2,2,0,2
14069,2014-06-16,"16,22,27,29,31","02,09",16,22,27,29,31,2,9,125,15,3,2,11,7,1,1,0,2,3,1,1
14070,2014-06-18,"01,02,07,10,32","04,12",1,2,7,10,32,4,12,52,31,2,3,16,8,0,2,4,0,1,1,1
14071,2014-06-21,"04,14,15,22,23","01,07",4,14,15,22,23,1,7,78,19,2,3,8,6,2,0,1,4,0,1,1
14072,2014-06-23,"17,19,22,24,30","02,09",17,19,22,24,30,2,9,112,13,2,3,11,7,1,1,0,4,1,1,1
14073,2014-06-25,"04,05,07,13,35","05,06",4,5,7,13,35,5,6,64,31,4,1,11,1,1,1,3,1,1,0,2
14074,2014-06-28,"06,11,22,27,30","05,11",6,11,22,27,30,5,11,96,24,2,3,16,6,2,0,2,1,2,1,1
14075,2014-06-30,"05,07,29,32,35","04,10",5,7,29,32,35,4,10,108,30,4,1,14,6,0,2,2,0,3,1,1
14076,2014-07-02,"05,10,19,31,32","09,10",5,10,19,31,32,9,10,97,27,3,2,19,1,1,1,2,1,2,2,0
14077,2014-07-05,"09,16,26,31,32","01,05",9,16,26,31,32,1,5,114,23,2,3,6,4,2,0,1,1,3,0,2
14078,2014-07-07,"10,15,16,22,28","04,05",10,15,16,22,28,4,5,91,18,1,4,9,1,1,1,1,3,1,0,2
14079,2014-07-09,"09,10,20,31,32","06,10",9,10,20,31,32,6,10,102,23,2,3,16,4,0,2,2,1,2,1,1
14080,2014-07-12,"17,20,23,25,27","03,10",17,20,23,25,27,3,10,112,10,4,1,13,7,1,1,0,3,2,1,1
14081,2014-07-14,"03,05,08,10,25","09,12",3,5,8,10,25,9,12,51,22,3,2,21,3,1,1,4,0,1,2,0
14082,2014-07-16,"01,08,18,23,25","08,12",1,8,18,23,25,8,12,75,24,3,2,20,4,0,2,2,2,1,2,0
14083,2014-07-19,"18,20,24,33,35","05,10",18,20,24,33,35,5,10,130,17,2,3,15,5,1,1,0,3,2,1,1
14084,2014-07-21,"02,07,09,11,28","05,09",2,7,9,11,28,5,9,57,26,3,2,14,4,2,0,4,0,1,1,1
14085,2014-07-23,"06,12,13,25,29","11,12",6,12,13,25,29,11,12,85,23,3,2,23,1,1,1,2,1,2,2,0
14086,2014-07-26,"06,08,27,29,35","03,09",6,8,27,29,35,3,9,105,29,3,2,12,6,2,0,2,0,3,1,1
14087,2014-07-28,"04,07,31,33,35","09,10",4,7,31,33,35,9,10,110,31,4,1,19,1,1,1,2,0,3,2,0
14088,2014-07-30,"07,13,20,25,26","08,11",7,13,20,25,26,8,11,91,19,3,2,19,3,1,1,1,2,2,2,0
14089,2014-08-02,"02,08,12,29,30","07,12",2,8,12,29,30,7,12,81,28,1,4,19,5,1,1,3,0,2,2,0
14090,2014-08-04,"02,03,20,23,28","06,08",2,3,20,23,28,6,8,76,26,2,3,14,2,0,2,2,2,1,1,1
14091,2014-08-06,"10,16,18,29,32","02,07",10,16,18,29,32,2,7,105,22,1,4,9,5,1,1,1,2,2,1,1
14092,2014-08-09,"02,18,27,30,32","05,11",2,18,27,30,32,5,11,109,30,1,4,16,6,2,0,1,1,3,1,1
14093,2014-08-11,"03,08,30,32,34","09,11",3,8,30,32,34,9,11,107,31,1,4,20,2,2,0,2,0,3,2,0
14094,2014-08-13,"13,14,24,25,34","04,07",13,14,24,25,34,4,7,110,21,2,3,11,3,1,1,0,3,2,1,1
14095,2014-08-16,"06,22,30,31,34","05,06",6,22,30,31,34,5,6,123,28,1,4,11,1,1,1,1,1,3,0,2
14096,2014-08-18,"03,07,21,23,31","05,10",3,7,21,23,31,5,10,85,28,5,0,15,5,1,1,2,2,1,1,1
14097,2014-08-20,"03,15,20,21,23","07,09",3,15,20,21,23,7,9,82,20,4,1,16,2,2,0,1,4,0,2,0
14098,2014-08-23,"16,18,22,25,35","03,10",16,18,22,25,35,3,10,116,19,2,3,13,7,1,1,0,3,2,1,1
14099,2014-08-25,"15,21,22,23,33","01,07",15,21,22,23,33,1,7,114,18,4,1,8,6,2,0,0,4,1,1,1
14100,2014-08-27,"02,04,08,12,35","01,07",2,4,8,12,35,1,7,61,33,1,4,8,6,2,0,4,0,1,1,1
14101,2014-08-30,"09,10,12,17,28","03,11",9,10,12,17,28,3,11,76,19,2,3,14,8,2,0,3,1,1,1,1
14102,2014-09-01,"01,07,14,19,20","03,12",1,7,14,19,20,3,12,61,19,3,2,15,9,1,1,2,3,0,1,1
14103,2014-09-03,"14,20,23,25,26","10,12",14,20,23,25,26,10,12,108,12,2,3,22,2,0,2,0,3,2,2,0
14104,2014-09-06,"07,13,14,28,32","04,11",7,13,14,28,32,4,11,94,25,2,3,15,7,1,1,1,2,2,1,1
14105,2014-09-08,"04,10,26,29,32","04,08",4,10,26,29,32,4,8,101,28,1,4,12,4,0,2,2,0,3,1,1
14106,2014-09-10,"05,09,11,20,22","05,11",5,9,11,20,22,5,11,67,17,3,2,16,6,2,0,3,2,0,1,1
14107,2014-09-13,"05,13,14,21,34","08,10",5,13,14,21,34,8,10,87,29,3,2,18,2,0,2,1,3,1,2,0
14108,2014-09-15,"01,02,13,23,35","09,12",1,2,13,23,35,9,12,74,34,4,1,21,3,1,1,2,2,1,2,0
14109,2014-09-17,"15,18,20,21,23","01,02",15,18,20,21,23,1,2,97,8,3,2,3,1,1,1,0,5,0,0,2
14110,2014-09-20,"09,18,19,22,24","08,11",9,18,19,22,24,8,11,92,15,2,3,19,3,1,1,1,4,0,2,0
14111,2014-09-22,"11,16,18,20,29","03,04",11,16,18,20,29,3,4,94,18,2,3,7,1,1,1,1,3,1,0,2
14112,2014-09-24,"03,05,14,18,32","02,10",3,5,14,18,32,2,10,72,29,2,3,12,8,0,2,2,2,1,1,1
14113,2014-09-27,"02,13,17,19,23","01,06",2,13,17,19,23,1,6,74,21,4,1,7,5,1,1,1,4,0,0,2
14114,2014-09-29,"03,16,24,30,33","05,08",3,16,24,30,33,5,8,106,30,2,3,13,3,1,1,1,2,2,1,1
14115,2014-10-01,"01,05,26,29,30","02,10",1,5,26,29,30,2,10,91,29,3,2,12,8,0,2,2,0,3,1,1
14116,2014-10-04,"06,13,15,24,27","04,05",6,13,15,24,27,4,5,85,21,3,2,9,1,1,1,1,3,1,0,2
14117,2014-10-06,"03,14,17,18,33","06,09",3,14,17,18,33,6,9,85,30,3,2,15,3,1,1,1,3,1,1,1
14118,2014-10-08,"02,03,23,24,26","05,11",2,3,23,24,26,5,11,78,24,2,3,16,6,2,0,2,2,1,1,1
14119,2014-10-11,"04,08,09,13,18","08,12",4,8,9,13,18,8,12,52,14,2,3,20,4,0,2,3,2,0,2,0
14120,2014-10-13,"01,04,06,18,33","05,11",1,4,6,18,33,5,11,62,32,2,3,16,6,2,0,3,1,1,1,1
14121,2014-10-15,"13,16,18,22,32","08,10",13,16,18,22,32,8,10,101,19,1,4,18,2,0,2,0,4,1,2,0
14122,2014-10-18,"03,10,25,26,35","01,07",3,10,25,26,35,1,7,99,32,3,2,8,6,2,0,2,0,3,1,1
14123,2014-10-20,"01,09,12,22,25","02,09",1,9,12,22,25,2,9,69,24,3,2,11,7,1,1,3,1,1,1,1
14124,2014-10-22,"01,03,28,29,35","08,12",1,3,28,29,35,8,12,96,34,4,1,20,4,0,2,2,0,3,2,0
14125,2014-10-25,"12,15,19,23,31","04,10",12,15,19,23,31,4,10,100,19,4,1,14,6,0,2,1,3,1,1,1
14126,2014-10-27,"02,09,22,30,34","09,10",2,9,22,30,34,9,10,97,32,1,4,19,1,1,1,2,1,2,2,0
14127,2014-10-29,"02,04,06,15,19","02,11",2,4,6,15,19,2,11,46,17,2,3,13,9,1,1,3,2,0,1,1
14128,2014-11-01,"02,04,16,22,34","08,11",2,4,16,22,34,8,11,78,32,0,5,19,3,1,1,2,2,1,2,0
14129,2014-11-03,"07,22,28,30,32","05,06",7,22,28,30,32,5,6,119,25,1,4,11,1,1,1,1,1,3,0,2
14130,2014-11-05,"02,18,31,32,33","05,07",2,18,31,32,33,5,7,116,31,2,3,12,2,2,0,1,1,3,1,1
14131,2014-11-08,"03,16,19,23,27","03,07",3,16,19,23,27,3,7,88,24,4,1,10,4,2,0,1,3,1,1,1
14132,2014-11-10,"01,03,04,19,32","01,07",1,3,4,19,32,1,7,59,31,3,2,8,6,2,0,3,1,1,1,1
14133,2014-11-12,"02,08,12,14,18","04,12",2,8,12,14,18,4,12,54,16,0,5,16,8,0,2,3,2,0,1,1
14134,2014-11-15,"02,05,07,11,32","09,12",2,5,7,11,32,9,12,57,30,3,2,21,3,1,1,4,0,1,2,0
